Ingredient 1,Ingredient 2,Ingredient 3,Effect 1,Effect 2,Effect 3,Effect 4,Effect 5
Beehive Husk,Hawk Feathers,Wisp Wrappings,Fortify Destruction
Abecean Longfin,Frost Mirriam,Purple Mountain Flower,Fortify Sneak
Bear Claws,Frost Mirriam,Purple Mountain Flower,Restore Stamina
Bee,Frost Mirriam,Purple Mountain Flower,Restore Stamina
Beehive Husk,Frost Mirriam,Purple Mountain Flower,Fortify Sneak
Charred Skeever Hide,Frost Mirriam,Purple Mountain Flower,Restore Stamina
Creep Cluster,Frost Mirriam,Purple Mountain Flower,Damage Stamina Regen
Daedra Heart,Frost Mirriam,Purple Mountain Flower,Damage Stamina Regen
Eye of Sabre Cat,Frost Mirriam,Purple Mountain Flower,Restore Stamina
Frost Mirriam,Frost Salts,Purple Mountain Flower,Resist Frost
Frost Mirriam,Giant's Toe,Purple Mountain Flower,Damage Stamina Regen
Frost Mirriam,Grass Pod,Purple Mountain Flower,Ravage Magicka
Frost Mirriam,Hagraven Claw,Purple Mountain Flower,Lingering Damage Magicka
Frost Mirriam,Hawk Beak,Purple Mountain Flower,Fortify Sneak,Resist Frost
Frost Mirriam,Hawk Feathers,Purple Mountain Flower,Fortify Sneak
Frost Mirriam,Histcarp,Purple Mountain Flower,Damage Stamina Regen,Restore Stamina
Frost Mirriam,Honeycomb,Purple Mountain Flower,Restore Stamina
Frost Mirriam,Human Flesh,Purple Mountain Flower,Fortify Sneak
Frost Mirriam,Juniper Berries,Purple Mountain Flower,Damage Stamina Regen
Frost Mirriam,Large Antlers,Purple Mountain Flower,Damage Stamina Regen,Restore Stamina
Frost Mirriam,Lavender,Purple Mountain Flower,Ravage Magicka
Frost Mirriam,Moon Sugar,Purple Mountain Flower,Resist Frost
Frost Mirriam,Mudcrab Chitin,Purple Mountain Flower,Restore Stamina
Frost Mirriam,Orange Dartwing,Purple Mountain Flower,Ravage Magicka,Restore Stamina
Frost Mirriam,Pearl,Purple Mountain Flower,Restore Stamina
Frost Mirriam,Pine Thrush Egg,Purple Mountain Flower,Restore Stamina
Frost Mirriam,Powdered Mammoth Tusk,Purple Mountain Flower,Fortify Sneak,Resist Frost
Frost Mirriam,Purple Mountain Flower,Red Mountain Flower,Ravage Magicka
Frost Mirriam,Purple Mountain Flower,Sabre Cat Tooth,Restore Stamina
Frost Mirriam,Purple Mountain Flower,Silverside Perch,Fortify Sneak,Resist Frost,Restore Stamina
Frost Mirriam,Purple Mountain Flower,Skeever Tail,Damage Stamina Regen
Frost Mirriam,Purple Mountain Flower,Slaughterfish Scales,Resist Frost
Frost Mirriam,Purple Mountain Flower,Small Pearl,Fortify Sneak,Resist Frost
Frost Mirriam,Purple Mountain Flower,Snowberries,Resist Frost
Frost Mirriam,Purple Mountain Flower,Swamp Fungal Pod,Lingering Damage Magicka
Frost Mirriam,Purple Mountain Flower,Thistle Branch,Resist Frost
Frost Mirriam,Purple Mountain Flower,Torchbug Thorax,Fortify Sneak,Resist Frost
Frost Mirriam,Purple Mountain Flower,Wheat,Damage Stamina Regen,Lingering Damage Magicka
Frost Mirriam,Purple Mountain Flower,White Cap,Ravage Magicka
Frost Mirriam,Purple Mountain Flower,Wisp Wrappings,Restore Stamina
Abecean Longfin,Powdered Mammoth Tusk,Purple Mountain Flower,Fortify Sneak
Bear Claws,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Bee,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Beehive Husk,Powdered Mammoth Tusk,Purple Mountain Flower,Fortify Sneak
Bleeding Crown,Powdered Mammoth Tusk,Purple Mountain Flower,Weakness to Fire
Blue Dartwing,Powdered Mammoth Tusk,Purple Mountain Flower,Fear
Charred Skeever Hide,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Cyrodilic Spadetail,Powdered Mammoth Tusk,Purple Mountain Flower,Fear
Daedra Heart,Powdered Mammoth Tusk,Purple Mountain Flower,Fear
Eye of Sabre Cat,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Frost Salts,Powdered Mammoth Tusk,Purple Mountain Flower,Resist Frost,Weakness to Fire
Hagraven Claw,Powdered Mammoth Tusk,Purple Mountain Flower,Lingering Damage Magicka
Hawk Beak,Powdered Mammoth Tusk,Purple Mountain Flower,Fortify Sneak,Restore Stamina
Hawk Feathers,Powdered Mammoth Tusk,Purple Mountain Flower,Fortify Sneak
Histcarp,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Honeycomb,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Human Flesh,Powdered Mammoth Tusk,Purple Mountain Flower,Fortify Sneak
Ice Wraith Teeth,Powdered Mammoth Tusk,Purple Mountain Flower,Weakness to Fire
Juniper Berries,Powdered Mammoth Tusk,Purple Mountain Flower,Weakness to Fire
Large Antlers,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Moon Sugar,Powdered Mammoth Tusk,Purple Mountain Flower,Resist Frost,Weakness to Fire
Mudcrab Chitin,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Niamira's Rot,Powdered Mammoth Tusk,Purple Mountain Flower,Fear
Orange Dartwing,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Pearl,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Pine Thrush Egg,Powdered Mammoth Tusk,Purple Mountain Flower,Restore Stamina
Powdered Mammoth Tusk,Purple Mountain Flower,Sabre Cat Tooth,Restore Stamina
Powdered Mammoth Tusk,Purple Mountain Flower,Silverside Perch,Fortify Sneak,Restore Stamina
Powdered Mammoth Tusk,Purple Mountain Flower,Slaughterfish Scales,Resist Frost
Powdered Mammoth Tusk,Purple Mountain Flower,Small Pearl,Fortify Sneak,Restore Stamina
Powdered Mammoth Tusk,Purple Mountain Flower,Snowberries,Resist Frost
Powdered Mammoth Tusk,Purple Mountain Flower,Swamp Fungal Pod,Lingering Damage Magicka
Powdered Mammoth Tusk,Purple Mountain Flower,Thistle Branch,Resist Frost
Powdered Mammoth Tusk,Purple Mountain Flower,Torchbug Thorax,Fortify Sneak,Restore Stamina
Powdered Mammoth Tusk,Purple Mountain Flower,Wheat,Lingering Damage Magicka
Powdered Mammoth Tusk,Purple Mountain Flower,Wisp Wrappings,Restore Stamina
Abecean Longfin,Beehive Husk,Small Antlers,Fortify Sneak
Abecean Longfin,Bleeding Crown,Small Antlers,Weakness to Poison
Abecean Longfin,Butterfly Wing,Small Antlers,Lingering Damage Stamina
Abecean Longfin,Chaurus Eggs,Small Antlers,Weakness to Poison
Abecean Longfin,Chicken's Egg,Small Antlers,Lingering Damage Stamina
Abecean Longfin,Crimson Nirnroot,Small Antlers,Damage Health
Abecean Longfin,Cyrodilic Spadetail,Small Antlers,Fortify Restoration
Abecean Longfin,Deathbell,Small Antlers,Fortify Restoration,Weakness to Poison
Abecean Longfin,Ectoplasm,Small Antlers,Damage Health
Abecean Longfin,Elves Ear,Small Antlers,Weakness to Frost
Abecean Longfin,Falmer Ear,Small Antlers,Damage Health
Abecean Longfin,Fire Salts,Small Antlers,Weakness to Frost
Abecean Longfin,Frost Mirriam,Small Antlers,Fortify Sneak
Abecean Longfin,Giant Lichen,Small Antlers,Weakness to Poison
Abecean Longfin,Hawk Feathers,Small Antlers,Fortify Sneak
Abecean Longfin,Human Flesh,Small Antlers,Damage Health,Fortify Sneak
Abecean Longfin,Human Heart,Small Antlers,Damage Health
Abecean Longfin,Ice Wraith Teeth,Small Antlers,Weakness to Frost
Abecean Longfin,Imp Stool,Small Antlers,Damage Health
Abecean Longfin,Jarrin Root,Small Antlers,Damage Health
Abecean Longfin,Nightshade,Small Antlers,Fortify Restoration,Weakness to Poison
Abecean Longfin,Nirnroot,Small Antlers,Damage Health
Abecean Longfin,Pine Thrush Egg,Small Antlers,Weakness to Poison
Abecean Longfin,Powdered Mammoth Tusk,Small Antlers,Fortify Sneak
Abecean Longfin,Purple Mountain Flower,Small Antlers,Fortify Sneak
Abecean Longfin,Red Mountain Flower,Small Antlers,Damage Health
Abecean Longfin,River Betty,Small Antlers,Damage Health
Abecean Longfin,Sabre Cat Tooth,Small Antlers,Weakness to Poison
Abecean Longfin,Salt Pile,Small Antlers,Fortify Restoration
Abecean Longfin,Skeever Tail,Small Antlers,Damage Health
Abecean Longfin,Small Antlers,Small Pearl,Fortify Restoration
Abecean Longfin,Small Antlers,Troll Fat,Damage Health
Abecean Longfin,Small Antlers,Void Salts,Damage Health
Abecean Longfin,Small Antlers,White Cap,Weakness to Frost
Bee,Deathbell,Small Antlers,Ravage Stamina
Bleeding Crown,Deathbell,Small Antlers,Weakness to Poison
Bone Meal,Deathbell,Small Antlers,Ravage Stamina
Butterfly Wing,Deathbell,Small Antlers,Lingering Damage Stamina
Chaurus Eggs,Deathbell,Small Antlers,Weakness to Poison
Chicken's Egg,Deathbell,Small Antlers,Lingering Damage Stamina
Crimson Nirnroot,Deathbell,Small Antlers,Damage Health
Cyrodilic Spadetail,Deathbell,Small Antlers,Fortify Restoration
Deathbell,Ectoplasm,Small Antlers,Damage Health
Deathbell,Falmer Ear,Small Antlers,Damage Health
Deathbell,Giant Lichen,Small Antlers,Weakness to Poison
Deathbell,Honeycomb,Small Antlers,Ravage Stamina
Deathbell,Human Flesh,Small Antlers,Damage Health
Deathbell,Human Heart,Small Antlers,Damage Health
Deathbell,Imp Stool,Small Antlers,Damage Health
Deathbell,Jarrin Root,Small Antlers,Damage Health
Deathbell,Large Antlers,Small Antlers,Slow
Deathbell,Nightshade,Small Antlers,Damage Health,Weakness to Poison
Deathbell,Nirnroot,Small Antlers,Damage Health
Deathbell,Pine Thrush Egg,Small Antlers,Weakness to Poison
Deathbell,Red Mountain Flower,Small Antlers,Damage Health
Deathbell,River Betty,Small Antlers,Damage Health,Weakness to Poison
Deathbell,Sabre Cat Tooth,Small Antlers,Weakness to Poison
Deathbell,Salt Pile,Small Antlers,Fortify Restoration,Slow
Deathbell,Skeever Tail,Small Antlers,Damage Health
Deathbell,Small Antlers,Small Pearl,Fortify Restoration
Deathbell,Small Antlers,Thistle Branch,Ravage Stamina
Deathbell,Small Antlers,Troll Fat,Damage Health
Deathbell,Small Antlers,Void Salts,Damage Health
Abecean Longfin,Pine Thrush Egg,Sabre Cat Tooth,Weakness to Poison
Bear Claws,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Bee,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Bleeding Crown,Pine Thrush Egg,Sabre Cat Tooth,Weakness to Poison
Blisterwort,Pine Thrush Egg,Sabre Cat Tooth,Fortify Smithing
Blue Dartwing,Pine Thrush Egg,Sabre Cat Tooth,Resist Shock
Charred Skeever Hide,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Chaurus Eggs,Pine Thrush Egg,Sabre Cat Tooth,Weakness to Poison
Deathbell,Pine Thrush Egg,Sabre Cat Tooth,Weakness to Poison
Eye of Sabre Cat,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Falmer Ear,Pine Thrush Egg,Sabre Cat Tooth,Fortify Lockpicking
Giant Lichen,Pine Thrush Egg,Sabre Cat Tooth,Weakness to Poison
Glow Dust,Pine Thrush Egg,Sabre Cat Tooth,Resist Shock
Glowing Mushroom,Pine Thrush Egg,Sabre Cat Tooth,Fortify Smithing,Resist Shock
Hawk Beak,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina,Weakness to Poison
Histcarp,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Honeycomb,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Ice Wraith Teeth,Pine Thrush Egg,Sabre Cat Tooth,Fortify Heavy Armor
Large Antlers,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Mudcrab Chitin,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Niamira's Rot,Pine Thrush Egg,Sabre Cat Tooth,Fortify Lockpicking
Orange Dartwing,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina
Pearl,Pine Thrush Egg,Sabre Cat Tooth,Restore Stamina,Weakness to Poison
Pine Thrush Egg,Powdered Mammoth Tusk,Sabre Cat Tooth,Restore Stamina
Pine Thrush Egg,Purple Mountain Flower,Sabre Cat Tooth,Restore Stamina
Pine Thrush Egg,Sabre Cat Tooth,Silverside Perch,Restore Stamina
Pine Thrush Egg,Sabre Cat Tooth,Slaughterfish Scales,Fortify Heavy Armor
Pine Thrush Egg,Sabre Cat Tooth,Small Antlers,Weakness to Poison
Pine Thrush Egg,Sabre Cat Tooth,Small Pearl,Restore Stamina
Pine Thrush Egg,Sabre Cat Tooth,Snowberries,Resist Shock
Pine Thrush Egg,Sabre Cat Tooth,Spider Egg,Fortify Lockpicking
Pine Thrush Egg,Sabre Cat Tooth,Spriggan Sap,Fortify Smithing
Pine Thrush Egg,Sabre Cat Tooth,Swamp Fungal Pod,Resist Shock
Pine Thrush Egg,Sabre Cat Tooth,Thistle Branch,Fortify Heavy Armor
Pine Thrush Egg,Sabre Cat Tooth,Torchbug Thorax,Restore Stamina
Pine Thrush Egg,Sabre Cat Tooth,White Cap,Fortify Heavy Armor
Pine Thrush Egg,Sabre Cat Tooth,Wisp Wrappings,Restore Stamina
Bear Claws,Bee,Honeycomb,Restore Stamina
Bee,Beehive Husk,Honeycomb,Fortify Light Armor
Bee,Bleeding Crown,Honeycomb,Fortify Block
Bee,Bone Meal,Honeycomb,Ravage Stamina
Bee,Briar Heart,Honeycomb,Fortify Block
Bee,Charred Skeever Hide,Honeycomb,Restore Stamina
Bee,Deathbell,Honeycomb,Ravage Stamina
Bee,Eye of Sabre Cat,Honeycomb,Restore Stamina
Bee,Fly Amanita,Honeycomb,Regenerate Stamina
Bee,Giant Lichen,Honeycomb,Weakness to Shock
Bee,Hagraven Feathers,Honeycomb,Weakness to Shock
Bee,Hawk Beak,Honeycomb,Restore Stamina
Bee,Hawk Feathers,Honeycomb,Fortify Light Armor
Bee,Histcarp,Honeycomb,Restore Stamina
Bee,Honeycomb,Large Antlers,Restore Stamina
Bee,Honeycomb,Luna Moth Wing,Fortify Light Armor
Bee,Honeycomb,Mora Tapinella,Regenerate Stamina
Bee,Honeycomb,Mudcrab Chitin,Restore Stamina
Bee,Honeycomb,Orange Dartwing,Restore Stamina
Bee,Honeycomb,Pearl,Ravage Stamina,Restore Stamina
Bee,Honeycomb,Pine Thrush Egg,Restore Stamina
Bee,Honeycomb,Powdered Mammoth Tusk,Restore Stamina
Bee,Honeycomb,Purple Mountain Flower,Restore Stamina
Bee,Honeycomb,Sabre Cat Tooth,Restore Stamina
Bee,Honeycomb,Scaly Pholiata,Regenerate Stamina
Bee,Honeycomb,Silverside Perch,Restore Stamina
Bee,Honeycomb,Skeever Tail,Fortify Light Armor
Bee,Honeycomb,Slaughterfish Scales,Fortify Block
Bee,Honeycomb,Small Pearl,Restore Stamina
Bee,Honeycomb,Thistle Branch,Ravage Stamina
Bee,Honeycomb,Torchbug Thorax,Restore Stamina
Bee,Honeycomb,Tundra Cotton,Fortify Block
Bee,Honeycomb,Void Salts,Weakness to Shock
Bee,Honeycomb,Wisp Wrappings,Restore Stamina
Bear Claws,Charred Skeever Hide,Eye of Sabre Cat,Restore Stamina
Bee,Charred Skeever Hide,Eye of Sabre Cat,Restore Stamina
Beehive Husk,Charred Skeever Hide,Eye of Sabre Cat,Resist Poison
Blisterwort,Charred Skeever Hide,Eye of Sabre Cat,Restore Health
Blue Dartwing,Charred Skeever Hide,Eye of Sabre Cat,Restore Health
Blue Mountain Flower,Charred Skeever Hide,Eye of Sabre Cat,Restore Health
Butterfly Wing,Charred Skeever Hide,Eye of Sabre Cat,Restore Health,Restore Stamina
Charred Skeever Hide,Chaurus Eggs,Eye of Sabre Cat,Damage Magicka
Charred Skeever Hide,Cyrodilic Spadetail,Eye of Sabre Cat,Ravage Health
Charred Skeever Hide,Daedra Heart,Eye of Sabre Cat,Restore Health,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Falmer Ear,Resist Poison
Charred Skeever Hide,Eye of Sabre Cat,Garlic,Resist Poison
Charred Skeever Hide,Eye of Sabre Cat,Giant Lichen,Ravage Health
Charred Skeever Hide,Eye of Sabre Cat,Glow Dust,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Grass Pod,Resist Poison
Charred Skeever Hide,Eye of Sabre Cat,Hagraven Feathers,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Hanging Moss,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Hawk Beak,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Hawk Feathers,Cure Disease
Charred Skeever Hide,Eye of Sabre Cat,Histcarp,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Honeycomb,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Human Heart,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Imp Stool,Restore Health
Charred Skeever Hide,Eye of Sabre Cat,Jarrin Root,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Jazbay Grapes,Ravage Health
Charred Skeever Hide,Eye of Sabre Cat,Large Antlers,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Luna Moth Wing,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Mudcrab Chitin,Restore Health,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Niamira's Rot,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Nordic Barnacle,Damage Magicka
Charred Skeever Hide,Eye of Sabre Cat,Orange Dartwing,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Pearl,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Pine Thrush Egg,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Powdered Mammoth Tusk,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Purple Mountain Flower,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Rock Warbler Egg,Restore Health
Charred Skeever Hide,Eye of Sabre Cat,Sabre Cat Tooth,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Silverside Perch,Restore Health,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Skeever Tail,Ravage Health
Charred Skeever Hide,Eye of Sabre Cat,Slaughterfish Egg,Resist Poison
Charred Skeever Hide,Eye of Sabre Cat,Small Pearl,Restore Stamina
Charred Skeever Hide,Eye of Sabre Cat,Swamp Fungal Pod,Restore Health
Charred Skeever Hide,Eye of Sabre Cat,Thistle Branch,Resist Poison
Charred Skeever Hide,Eye of Sabre Cat,Torchbug Thorax,Restore Stamina
